index,id_lu_1,word_1,pos_1,fnDefinition_1,relation,id_lu_2,word_2,pos_2,fnDefinition_2
3479,16736,furlong,noun,"an eighth of a mile, 220 yards.",part_holonym,16729,mile,noun,"a unit of linear measure equal to 1,760 yards (approximately 1.609 kilometres). "
3480,16738,block,noun,one city street length,hypernym,17131,building,noun,a structure with a roof and walls
3481,16739,pint,noun,"a unit of liquid or dry capacity equal to one eighth of a gallon, in Britain equal to 0.568 litre and in the US equal to 0.473 litre (for liquid measure) or 0.551 litre (for dry measure).",part_holonym,16754,quart,noun,"a unit of liquid capacity equal to a quarter of a gallon or two pints, equivalent in Britain to approximately 1.13 litres and in US to approximately 0.94 litre."
3482,16739,pint,noun,"a unit of liquid or dry capacity equal to one eighth of a gallon, in Britain equal to 0.568 litre and in the US equal to 0.473 litre (for liquid measure) or 0.551 litre (for dry measure).",part_meronym,16740,cup,noun,"chiefly N. Amer. a measure of capacity used in cookery, equal to half a US pint (0.237 litre)"
3483,16745,gallon,noun,"unit of volume for liquid measure equal to eight pints: in Britain also imperial gallon, equivalent to 4.55 litres; in the US, equivalent to 3.79 litres. ",part_meronym,16754,quart,noun,"a unit of liquid capacity equal to a quarter of a gallon or two pints, equivalent in Britain to approximately 1.13 litres and in US to approximately 0.94 litre."
3484,16752,tablespoon,noun,"the amount held by a tablespoon, in the UK considered to be 15 millilitres when used as a measurement in cookery",hypernym,14944,spoon,noun,"an implement consisting of a small, shallow oval or round bowl on a long handle, used for eating, stirring, and serving food. "
3485,16752,tablespoon,noun,"the amount held by a tablespoon, in the UK considered to be 15 millilitres when used as a measurement in cookery",hypernym,16751,spoon,noun,"the volume or amount held by an implement consisting of a small, shallow oval or round bowl on a long handle, used for eating, stirring, and serving food"
3486,16754,quart,noun,"a unit of liquid capacity equal to a quarter of a gallon or two pints, equivalent in Britain to approximately 1.13 litres and in US to approximately 0.94 litre.",part_meronym,16739,pint,noun,"a unit of liquid or dry capacity equal to one eighth of a gallon, in Britain equal to 0.568 litre and in the US equal to 0.473 litre (for liquid measure) or 0.551 litre (for dry measure)."
3487,16754,quart,noun,"a unit of liquid capacity equal to a quarter of a gallon or two pints, equivalent in Britain to approximately 1.13 litres and in US to approximately 0.94 litre.",part_holonym,16745,gallon,noun,"unit of volume for liquid measure equal to eight pints: in Britain also imperial gallon, equivalent to 4.55 litres; in the US, equivalent to 3.79 litres. "
3488,16762,packet,noun,the amount contained in a paper or cardboard container,hypernym,13428,message,noun,a communication that addresses the speaker' s or authors feelings 
3489,16773,trainload,noun,the size of load that fills a train,hypernym,21426,train,noun,a series of railway carriages or wagons moved as a unit by a locomotive or by integral motors. 
3490,16773,trainload,noun,the size of load that fills a train,hypernym,25605,train,noun,a collection of vehicles and possibly individuals for transporting items.
3491,16823,anklet,noun,an ornament worn round an ankle. ,hypernym,16828,bangle,noun,a rigid ornamental band worn around the arm. 
3492,16823,anklet,noun,an ornament worn round an ankle. ,hypernym,16829,bracelet,noun,an ornamental band or chain worn on the wrist or arm. [Jewellery] 
3493,16823,anklet,noun,an ornament worn round an ankle. ,hypernym,16434,shoe,noun,a covering for the foot having a sturdy sole and not reaching above the ankle. 
3494,16823,anklet,noun,an ornament worn round an ankle. ,hypernym,16323,sock,noun,a knitted garment for the foot and lower part of the leg.
3495,16827,necklace,noun,"an ornamental chain or string of beads, jewels, or links worn round the neck.",hyponym,16836,chain,noun,"a connected flexible series of metal links used for fastening, pulling, etc., or in jewellery. "
3496,16827,necklace,noun,"an ornamental chain or string of beads, jewels, or links worn round the neck.",hyponym,20290,chain,noun,a group of hotels or shops owned by the same company.
3497,16827,necklace,noun,"an ornamental chain or string of beads, jewels, or links worn round the neck.",hyponym,21202,chain,noun," a connected flexible series of metal links used for fastening, pulling, etc., or in jewellery."
3498,16827,necklace,noun,"an ornamental chain or string of beads, jewels, or links worn round the neck.",hypernym,16144,neck,noun,the part of a person' s or animal' s body connecting the head to the rest of the body.
3499,16827,necklace,noun,"an ornamental chain or string of beads, jewels, or links worn round the neck.",hypernym,17491,neck,noun,a narrow connecting or end part. 
3500,16827,necklace,noun,"an ornamental chain or string of beads, jewels, or links worn round the neck.",hypernym,16826,jewellery,noun,"mass noun personal ornaments, such as necklaces, rings, or bracelets, that are made from or contain jewels and precious metal. "
3501,16827,necklace,noun,"an ornamental chain or string of beads, jewels, or links worn round the neck.",part_meronym,16838,pendant,noun,a piece of jewellery that hangs from a necklace chain.
3502,16827,necklace,noun,"an ornamental chain or string of beads, jewels, or links worn round the neck.",hyponym,16873,choker,noun,a close-fitting necklace or ornamental neckband. 
3503,16827,necklace,noun,"an ornamental chain or string of beads, jewels, or links worn round the neck.",hypernym,19233,article,noun,a piece of writing included with others in a newspaper or magazin
3504,16828,bangle,noun,a rigid ornamental band worn around the arm. ,hypernym,16826,jewellery,noun,"mass noun personal ornaments, such as necklaces, rings, or bracelets, that are made from or contain jewels and precious metal. "
3505,16828,bangle,noun,a rigid ornamental band worn around the arm. ,hyponym,16823,anklet,noun,an ornament worn round an ankle. 
3506,16828,bangle,noun,a rigid ornamental band worn around the arm. ,part_meronym,17508,clasp,noun,a small device with interlocking parts used for fastening things together. 
3507,16830,coronet,noun,"a small crown, sometimes of flowers, used for decorating the head",hypernym,16835,diadem,noun,a jewelled crown or headband worn as a symbol of sovereignty. 
3508,16830,coronet,noun,"a small crown, sometimes of flowers, used for decorating the head",hypernym,16831,crown,noun,a circular ornamental headdress worn by a monarch as a symbol of authority. 
3509,16832,brooch,noun,an ornament fastened to clothing with a hinged pin and catch. ,hypernym,24650,fashion,noun,the state of being fashionable.
3510,16832,brooch,noun,an ornament fastened to clothing with a hinged pin and catch. ,hypernym,16826,jewellery,noun,"mass noun personal ornaments, such as necklaces, rings, or bracelets, that are made from or contain jewels and precious metal. "
3511,16832,brooch,noun,an ornament fastened to clothing with a hinged pin and catch. ,hypernym,19647,shape,noun,the external form or appearance of someone or something; the outline of an area or figure.
3512,16834,circlet,noun,an ornamental circular band worn on the head. ,hypernym,16831,crown,noun,a circular ornamental headdress worn by a monarch as a symbol of authority. 
3513,16836,chain,noun,"a connected flexible series of metal links used for fastening, pulling, etc., or in jewellery. ",hypernym,16827,necklace,noun,"an ornamental chain or string of beads, jewels, or links worn round the neck."
3514,20290,chain,noun,a group of hotels or shops owned by the same company.,hypernym,16827,necklace,noun,"an ornamental chain or string of beads, jewels, or links worn round the neck."
3515,21202,chain,noun," a connected flexible series of metal links used for fastening, pulling, etc., or in jewellery.",hypernym,16827,necklace,noun,"an ornamental chain or string of beads, jewels, or links worn round the neck."
3516,16836,chain,noun,"a connected flexible series of metal links used for fastening, pulling, etc., or in jewellery. ",hypernym,25138,series,noun,entities placed in some temporal order
3517,16836,chain,noun,"a connected flexible series of metal links used for fastening, pulling, etc., or in jewellery. ",hypernym,18387,link,noun,a conceptual relationship between people or things. 
3518,21202,chain,noun," a connected flexible series of metal links used for fastening, pulling, etc., or in jewellery.",hypernym,25138,series,noun,entities placed in some temporal order
3519,21202,chain,noun," a connected flexible series of metal links used for fastening, pulling, etc., or in jewellery.",hypernym,18387,link,noun,a conceptual relationship between people or things. 
3520,16836,chain,noun,"a connected flexible series of metal links used for fastening, pulling, etc., or in jewellery. ",part_holonym,21418,bicycle,noun,"a vehicle consisting of two wheels held in a frame one behind the other, propelled by pedals and steered with handlebars attached to the front wheel. "
3521,21202,chain,noun," a connected flexible series of metal links used for fastening, pulling, etc., or in jewellery.",part_holonym,21418,bicycle,noun,"a vehicle consisting of two wheels held in a frame one behind the other, propelled by pedals and steered with handlebars attached to the front wheel. "
3522,16837,locket,noun,a small ornamental case worn round a person' s neck on a chain and used to hold things of sentimental value. ,hypernym,14967,case,noun,  a container designed to hold or protect something
3523,16837,locket,noun,a small ornamental case worn round a person' s neck on a chain and used to hold things of sentimental value. ,hypernym,16838,pendant,noun,a piece of jewellery that hangs from a necklace chain.
3524,16838,pendant,noun,a piece of jewellery that hangs from a necklace chain.,part_holonym,16827,necklace,noun,"an ornamental chain or string of beads, jewels, or links worn round the neck."
3525,16838,pendant,noun,a piece of jewellery that hangs from a necklace chain.,hyponym,16837,locket,noun,a small ornamental case worn round a person' s neck on a chain and used to hold things of sentimental value. 
3526,16839,wig,noun,a covering for the head made of real or artificial hair. ,hypernym,16094,head,noun,"the upper part of the human body, or the front or upper part of the body of an animal, typically separated from the rest of the body by a neck, and containing the brain, mouth, and sense organs."
3527,16839,wig,noun,a covering for the head made of real or artificial hair. ,hypernym,16851,hairpiece,noun,a patch or bunch of false hair used to augment a person' s natural hair. 
3528,16839,wig,noun,a covering for the head made of real or artificial hair. ,hyponym,16840,toupee,noun,a small wig or artificial hairpiece worn to cover a bald spot. 
3529,16851,hairpiece,noun,a patch or bunch of false hair used to augment a person' s natural hair. ,hyponym,16839,wig,noun,a covering for the head made of real or artificial hair. 
3530,16851,hairpiece,noun,a patch or bunch of false hair used to augment a person' s natural hair. ,hypernym,16377,attire,noun,"mass noun clothes, especially fine or formal ones"
3531,16851,hairpiece,noun,a patch or bunch of false hair used to augment a person' s natural hair. ,hyponym,16840,toupee,noun,a small wig or artificial hairpiece worn to cover a bald spot. 
3532,16840,toupee,noun,a small wig or artificial hairpiece worn to cover a bald spot. ,hypernym,16851,hairpiece,noun,a patch or bunch of false hair used to augment a person' s natural hair. 
3533,16840,toupee,noun,a small wig or artificial hairpiece worn to cover a bald spot. ,hypernym,16839,wig,noun,a covering for the head made of real or artificial hair. 
3534,16841,cufflink,noun,"a device for fastening together the sides of a shirt cuff, passed through a hole in each side of the cuff.",hypernym,16826,jewellery,noun,"mass noun personal ornaments, such as necklaces, rings, or bracelets, that are made from or contain jewels and precious metal. "
3535,16853,skullcap,noun,a small close-fitting peakless cap or protective helmet. ,hyponym,16895,coif,noun,"a close-fitting cap, currently made of cloth, but formerly made of  metal and worn under armour for protection"
3536,16861,bowler,noun,a man' s hard felt hat with a round dome-shaped crown. ,hypernym,16844,hat,noun,"a shaped covering for the head, typically with a brim and a crown. "
3537,16862,nightcap,noun,historical a cap worn in bed. ,part_holonym,16402,nightgown,noun,a nightdress.
3538,16864,sombrero,noun,".pl. -os a broad-brimmed felt or straw hat, typically worn in Mexico and the south-western US. ",hypernym,16844,hat,noun,"a shaped covering for the head, typically with a brim and a crown. "
3539,16865,trilby,noun,pl. -ies chiefly Brit. a soft felt hat with a narrow brim and indented crown. ,hypernym,16844,hat,noun,"a shaped covering for the head, typically with a brim and a crown. "
3540,16865,trilby,noun,pl. -ies chiefly Brit. a soft felt hat with a narrow brim and indented crown. ,hypernym,16258,brand,noun,a type of product that is characterized in terms of the people or company that manufactured it
3541,16865,trilby,noun,pl. -ies chiefly Brit. a soft felt hat with a narrow brim and indented crown. ,hypernym,18047,brand name,noun,a name given by the maker to a product or range of products.
3542,16868,veil,noun,a piece of fine material worn to protect or conceal the face,hypernym,16381,garment,noun,an item of clothing
3543,16870,headpiece,noun,a device worn on the head. ,hypernym,16892,helmet,noun,a hard or padded protective hat. 
3544,25823,belt,noun,an elongated region characterized by the entities or activities carried out in the region.,hypernym,17777,course,noun,"n sing. the route or direction followed by a ship, aircraft, road, or river. "
3545,25823,belt,noun,an elongated region characterized by the entities or activities carried out in the region.,hypernym,24065,course,noun,"the route or direction followed by a ship, aircraft, road, or river"
3546,16871,belt,noun,a strip of leather or other material worn around the waist to support or hold in clothes or to carry weapons.,hypernym,17494,waist,noun,part of the clothing below the ribs and above the hips. 
3547,16871,belt,noun,a strip of leather or other material worn around the waist to support or hold in clothes or to carry weapons.,hypernym,17517,waistline,noun,the part of a garment that is shaped or constructed to fit at or near the waist.
3548,16871,belt,noun,a strip of leather or other material worn around the waist to support or hold in clothes or to carry weapons.,substance_meronym,16871,belt,noun,a strip of leather or other material worn around the waist to support or hold in clothes or to carry weapons.
3549,16871,belt,noun,a strip of leather or other material worn around the waist to support or hold in clothes or to carry weapons.,hyponym,17487,buckle,noun,"a flat rectangular or oval frame with a hinged pin, used for joining the ends of a belt or strap. "
3550,16871,belt,noun,a strip of leather or other material worn around the waist to support or hold in clothes or to carry weapons.,hyponym,24091,buckle,noun,"a flat rectangular or oval frame with a hinged pin, used for joining the ends of a belt or strap."
3551,16871,belt,noun,a strip of leather or other material worn around the waist to support or hold in clothes or to carry weapons.,hypernym,17502,strap,noun,"a strip of leather, cloth, or other flexible material, used for fastening, securing, carrying, or holding on to. "
3552,16871,belt,noun,a strip of leather or other material worn around the waist to support or hold in clothes or to carry weapons.,hypernym,21211,strap,noun,"a strip of leather, cloth, or other flexible material, used for fastening, securing, carrying, or holding on to."
3553,25823,belt,noun,an elongated region characterized by the entities or activities carried out in the region.,hypernym,17494,waist,noun,part of the clothing below the ribs and above the hips. 
3554,25823,belt,noun,an elongated region characterized by the entities or activities carried out in the region.,hypernym,17517,waistline,noun,the part of a garment that is shaped or constructed to fit at or near the waist.
3555,25823,belt,noun,an elongated region characterized by the entities or activities carried out in the region.,substance_meronym,16871,belt,noun,a strip of leather or other material worn around the waist to support or hold in clothes or to carry weapons.
3556,25823,belt,noun,an elongated region characterized by the entities or activities carried out in the region.,hyponym,17487,buckle,noun,"a flat rectangular or oval frame with a hinged pin, used for joining the ends of a belt or strap. "
3557,25823,belt,noun,an elongated region characterized by the entities or activities carried out in the region.,hyponym,24091,buckle,noun,"a flat rectangular or oval frame with a hinged pin, used for joining the ends of a belt or strap."
3558,25823,belt,noun,an elongated region characterized by the entities or activities carried out in the region.,hypernym,17502,strap,noun,"a strip of leather, cloth, or other flexible material, used for fastening, securing, carrying, or holding on to. "
3559,25823,belt,noun,an elongated region characterized by the entities or activities carried out in the region.,hypernym,21211,strap,noun,"a strip of leather, cloth, or other flexible material, used for fastening, securing, carrying, or holding on to."
3560,16871,belt,noun,a strip of leather or other material worn around the waist to support or hold in clothes or to carry weapons.,substance_holonym,16871,belt,noun,a strip of leather or other material worn around the waist to support or hold in clothes or to carry weapons.
3561,16871,belt,noun,a strip of leather or other material worn around the waist to support or hold in clothes or to carry weapons.,substance_holonym,25823,belt,noun,an elongated region characterized by the entities or activities carried out in the region.
3562,16874,sporran,noun,a small pouch worn around the waist so as to hang in front of the kilt as part of men' s Scottish Highland dress. ,hypernym,15022,pouch,noun,COD:.a small flexible bag. 
3563,17501,sash,noun,a long strip of cloth sewn around the waist of a dress,part_holonym,22604,window,noun,an opening in a wall defined usually surrounded by a frame which usually holds glass. 
3564,17501,sash,noun,a long strip of cloth sewn around the waist of a dress,part_holonym,22781,window,noun,"an opening in a wall, fitted with glass in a frame to admit light or air and allow people to see out"
3565,16885,ribbon,noun,"a long, narrow strip of fabric, used for tying something or for decoration. ",hypernym,19640,strip,noun,"a long, narrow piece of cloth, paper, etc. "
3566,19642,ribbon,noun,"a long, narrow strip of something. ",hypernym,19640,strip,noun,"a long, narrow piece of cloth, paper, etc. "
3567,21197,ribbon,noun,"a long, narrow strip of fabric, used for tying something or for decoration.",hypernym,19640,strip,noun,"a long, narrow piece of cloth, paper, etc. "
3568,16885,ribbon,noun,"a long, narrow strip of fabric, used for tying something or for decoration. ",hypernym,18379,object,noun,"an individuated, existing, item."
3569,19642,ribbon,noun,"a long, narrow strip of something. ",hypernym,18379,object,noun,"an individuated, existing, item."
3570,21197,ribbon,noun,"a long, narrow strip of fabric, used for tying something or for decoration.",hypernym,18379,object,noun,"an individuated, existing, item."
3571,16886,badge,noun,"a small piece of metal, plastic, or cloth bearing a design or words, typically worn to identify a person or to indicate support for a cause. ",hyponym,16886,badge,noun,"a small piece of metal, plastic, or cloth bearing a design or words, typically worn to identify a person or to indicate support for a cause. "
3572,16888,armlet,noun,a bracelet worn round the upper arm. ,hypernym,16887,armband,noun,a band worn around the upper arm to hold up a shirtsleeve or as a form of identification. 
3573,16889,goggles,noun,close-fitting protective glasses with side shields. ,hypernym,16842,glasses,noun,"a pair of lenses set in a frame that rests on the nose and ears, used to correct or assist defective eyesight. "
3574,16892,helmet,noun,a hard or padded protective hat. ,hyponym,16870,headpiece,noun,a device worn on the head. 
3575,16896,hauberk,noun,historical a full-length coat of mail. ,hypernym,25613,mail,noun,armor composed of interlinked rings.
3576,16896,hauberk,noun,historical a full-length coat of mail. ,hypernym,16334,shirt,noun,"a. a garment for the upper body, typically with a collar and sleeves and buttons down the front"
3577,16910,pedicure,noun,a cosmetic treatment of the feet and toenails,hypernym,18478,medicine,noun,"the science or practice of the diagnosis, treatment, and prevention of disease."
3578,16911,ablution,noun,formal &or. humorous an act of washing. ,hypernym,19304,ritual,noun,a religious or solemn ceremony involving a series of actions performed according to a prescribed order. 
3579,16915,facial,noun,a beauty treatment for the face,hypernym,26182,sex,noun,an act of physical intimacy that can lead to orgasm.
3580,16948,undress,noun,the state of being naked or only partially clothed. ,hypernym,16929,nudity,noun,the state of being nude.
3581,16973,frown,noun," [verb] furrow one' s brows in an expression indicating disapproval, displeasure, or concentration. [noun] an expression of this type",hypernym,16974,expression,noun," the look on someone' s face, seen as conveying a particular emotion."
3582,16973,frown,noun," [verb] furrow one' s brows in an expression indicating disapproval, displeasure, or concentration. [noun] an expression of this type",hypernym,24188,expression,noun,the action of expressing something.
3583,16975,smirk,noun,a smug or silly smile. ,hypernym,16970,smile,noun,an act of smiling; a smiling expression
3584,16981,sneer,noun,"a contemptuous or mocking smile, remark, or tone (in this frame, only the facial expression.)",hypernym,12969,contempt,noun,the feeling that a person or a thing is worthless or beneath consideration
3585,16981,sneer,noun,"a contemptuous or mocking smile, remark, or tone (in this frame, only the facial expression.)",hypernym,16974,expression,noun," the look on someone' s face, seen as conveying a particular emotion."
3586,16981,sneer,noun,"a contemptuous or mocking smile, remark, or tone (in this frame, only the facial expression.)",hypernym,24188,expression,noun,the action of expressing something.
3587,25360,break,noun,an assiduously sought-after opportunity enabling fulfillment of a deep desire to participate in some particular life-path.,hypernym,15078,interval,noun,an intervening time
3588,17021,preparation,noun,the action or process of preparing or being prepared.,hypernym,15475,state,noun,the condition of someone or something
3589,17021,preparation,noun,the action or process of preparing or being prepared.,hyponym,25950,alert,noun,a state of readiness to act in response to a negative event or situation.
3590,17021,preparation,noun,the action or process of preparing or being prepared.,part_meronym,18201,cooking,noun,the act of preparing food through the use of heat
3591,17021,preparation,noun,the action or process of preparing or being prepared.,part_meronym,18731,cooking,noun,the act of preparing food through the use of heat
3592,17021,preparation,noun,the action or process of preparing or being prepared.,hypernym,17687,activity,noun,an action taken in pursuit of an objective
3593,17021,preparation,noun,the action or process of preparing or being prepared.,part_meronym,22916,chemist,noun,a scientist who specializes in chemistry
3594,17021,preparation,noun,the action or process of preparing or being prepared.,hypernym,21046,product,noun,the finished item that is sold or exchanged. 
3595,18729,preparation,noun,the act or process of making food ready for cooking and/or eating,part_meronym,18201,cooking,noun,the act of preparing food through the use of heat
3596,18729,preparation,noun,the act or process of making food ready for cooking and/or eating,part_meronym,18731,cooking,noun,the act of preparing food through the use of heat
3597,18729,preparation,noun,the act or process of making food ready for cooking and/or eating,hypernym,17687,activity,noun,an action taken in pursuit of an objective
3598,18729,preparation,noun,the act or process of making food ready for cooking and/or eating,part_meronym,22916,chemist,noun,a scientist who specializes in chemistry
3599,18729,preparation,noun,the act or process of making food ready for cooking and/or eating,hypernym,21046,product,noun,the finished item that is sold or exchanged. 
3600,18201,cooking,noun,the act of preparing food through the use of heat,hyponym,18192,roasting,noun,the process of cooking by prolonged exposure to heat in an oven or over a fire. 
3601,18201,cooking,noun,the act of preparing food through the use of heat,hyponym,18735,roasting,noun,the process of cooking by prolonged exposure to heat in an oven or over a fire
3602,18201,cooking,noun,the act of preparing food through the use of heat,hyponym,18191,boiling,noun,the process of cooking by immersing in boiling water
3603,18201,cooking,noun,the act of preparing food through the use of heat,hyponym,18200,baking,noun,"the process of cooking food by dry heat, typically in an oven"
3604,18201,cooking,noun,the act of preparing food through the use of heat,hyponym,18730,baking,noun,"the process of cooking food by dry heat, typically in an oven"
3605,18201,cooking,noun,the act of preparing food through the use of heat,hyponym,18189,frying,noun,the process of cooking in hot fat or oil
3606,18201,cooking,noun,the act of preparing food through the use of heat,hyponym,18737,frying,noun,the process of cooking in hot fat or oil
3607,18201,cooking,noun,the act of preparing food through the use of heat,hyponym,18190,grilling,noun,"the process of cooking by direct heat, as on/under a grill or over a hot fire"
3608,18201,cooking,noun,the act of preparing food through the use of heat,hyponym,18733,grilling,noun,"the process of cooking by direct heat, as on/under a grill or over a hot fire"
3609,18201,cooking,noun,the act of preparing food through the use of heat,hypernym,16521,skill,noun,the ability to do something well; expertise or dexterity
3610,18731,cooking,noun,the act of preparing food through the use of heat,hyponym,18192,roasting,noun,the process of cooking by prolonged exposure to heat in an oven or over a fire. 
3611,18731,cooking,noun,the act of preparing food through the use of heat,hyponym,18735,roasting,noun,the process of cooking by prolonged exposure to heat in an oven or over a fire
3612,18731,cooking,noun,the act of preparing food through the use of heat,hyponym,18191,boiling,noun,the process of cooking by immersing in boiling water
3613,18731,cooking,noun,the act of preparing food through the use of heat,hyponym,18200,baking,noun,"the process of cooking food by dry heat, typically in an oven"
3614,18731,cooking,noun,the act of preparing food through the use of heat,hyponym,18730,baking,noun,"the process of cooking food by dry heat, typically in an oven"
3615,18731,cooking,noun,the act of preparing food through the use of heat,hyponym,18189,frying,noun,the process of cooking in hot fat or oil
3616,18731,cooking,noun,the act of preparing food through the use of heat,hyponym,18737,frying,noun,the process of cooking in hot fat or oil
3617,18731,cooking,noun,the act of preparing food through the use of heat,hyponym,18190,grilling,noun,"the process of cooking by direct heat, as on/under a grill or over a hot fire"
3618,18731,cooking,noun,the act of preparing food through the use of heat,hyponym,18733,grilling,noun,"the process of cooking by direct heat, as on/under a grill or over a hot fire"
3619,18731,cooking,noun,the act of preparing food through the use of heat,hypernym,16521,skill,noun,the ability to do something well; expertise or dexterity
3620,17021,preparation,noun,the action or process of preparing or being prepared.,hyponym,24869,groundwork,noun,preliminary or basic work.
3621,17021,preparation,noun,the action or process of preparing or being prepared.,hyponym,22516,deployment,noun,the arrangement (of troops or materiel) to make ready (for military action).
3622,18729,preparation,noun,the act or process of making food ready for cooking and/or eating,hyponym,24869,groundwork,noun,preliminary or basic work.
3623,18729,preparation,noun,the act or process of making food ready for cooking and/or eating,hyponym,22516,deployment,noun,the arrangement (of troops or materiel) to make ready (for military action).
3624,17036,auction,noun,the process of selling goods to the highest bidder,hypernym,22900,salesperson,noun,a person whose job involves selling or promoting commercial products
3625,17036,auction,noun,the process of selling goods to the highest bidder,hypernym,17033,vendor,noun,"a person or company offering something for sale, especially a trader in the street. "
3626,17038,house,noun,a building for human habitation,hypernym,17131,building,noun,a structure with a roof and walls
3627,17038,house,noun,a building for human habitation,hyponym,17622,bathhouse,noun,"a building for bathing, typically for public use."
3628,19377,homes,noun,a term of address used informally for a man,part_meronym,17187,bedroom,noun,a room for sleeping in. 
3629,19377,homes,noun,a term of address used informally for a man,part_meronym,17237,dressing room,noun,"a room in which actors or sports players change clothes, or a small room attached to a bedroom, containing clothes. "
3630,19377,homes,noun,a term of address used informally for a man,part_meronym,17201,den,noun,a person' s private room. 
3631,19377,homes,noun,a term of address used informally for a man,part_meronym,17186,bathroom,noun,a room containing a bath and usually also a washbasin and toilet. 
3632,19377,homes,noun,a term of address used informally for a man,part_meronym,17236,dining room,noun,a room in a house or hotel in which meals are eaten. 
3633,19377,homes,noun,a term of address used informally for a man,hyponym,17122,homestead,noun,"a house, especially a farmhouse, and outbuildings. "
3634,19377,homes,noun,a term of address used informally for a man,part_meronym,17205,kitchen,noun,a room where food is prepared and cooked.
3635,19377,homes,noun,a term of address used informally for a man,hyponym,17045,condominium,noun,a building or complex containing a number of individually owned flats or houses. 
3636,19377,homes,noun,a term of address used informally for a man,hypernym,17133,housing,noun,houses and flats considered collectively
3637,19377,homes,noun,a term of address used informally for a man,part_meronym,17238,family room,noun,a room in a house intended for family members to get together informally in
3638,19377,homes,noun,a term of address used informally for a man,part_meronym,17240,living room,noun,room in a house for general everyday use. 
3639,19377,homes,noun,a term of address used informally for a man,hyponym,17120,wigwam,noun,"a dome-shaped or conical dwelling made by fastening mats, skins, or bark over a framework of poles."
3640,19377,homes,noun,a term of address used informally for a man,hypernym,17592,settlement,noun,a place where people establish a community.
3641,19377,homes,noun,a term of address used informally for a man,hypernym,17435,place,noun,a particular position or point in space; a location. 
3642,17124,theater,noun,a building in which plays and other dramatic performances are given. ,part_meronym,17237,dressing room,noun,"a room in which actors or sports players change clothes, or a small room attached to a bedroom, containing clothes. "
3643,17124,theater,noun,a building in which plays and other dramatic performances are given. ,hypernym,17131,building,noun,a structure with a roof and walls
3644,17124,theater,noun,a building in which plays and other dramatic performances are given. ,part_meronym,15636,circle,noun,"a group of people with a shared profession, interests, or acquaintance"
3645,17602,theater,noun,a place where plays and other dramatic performances are given,part_meronym,17237,dressing room,noun,"a room in which actors or sports players change clothes, or a small room attached to a bedroom, containing clothes. "
3646,17602,theater,noun,a place where plays and other dramatic performances are given,hypernym,17131,building,noun,a structure with a roof and walls
3647,17602,theater,noun,a place where plays and other dramatic performances are given,part_meronym,15636,circle,noun,"a group of people with a shared profession, interests, or acquaintance"
3648,23518,theater,noun,a play or other activity considered in terms of its dramatic quality.,part_meronym,17237,dressing room,noun,"a room in which actors or sports players change clothes, or a small room attached to a bedroom, containing clothes. "
3649,23518,theater,noun,a play or other activity considered in terms of its dramatic quality.,hypernym,17131,building,noun,a structure with a roof and walls
3650,23518,theater,noun,a play or other activity considered in terms of its dramatic quality.,part_meronym,15636,circle,noun,"a group of people with a shared profession, interests, or acquaintance"
3651,17039,houseboat,noun,a boat which is fitted for use as a dwelling. ,hypernym,17038,house,noun,a building for human habitation
3652,17039,houseboat,noun,a boat which is fitted for use as a dwelling. ,hypernym,21417,boat,noun,"a small vessel propelled by oars, sails, or an engine. "
3653,17040,church,noun,a building used for public Christian worship. ,hypernym,18027,last name,noun,one' s surname. 
3654,17040,church,noun,a building used for public Christian worship. ,hyponym,17075,basilica,noun,"a large oblong hall or building with double colonnades and a semicircular apse, used in ancient Rome as a law court or for public assemblies, or a similar building used as a Christian church. "
3655,17040,church,noun,a building used for public Christian worship. ,part_meronym,17221,sacristy,noun,"a room in a church where a priest prepares for a service, and where vestments and other things used in worship are kept. "
3656,17040,church,noun,a building used for public Christian worship. ,hypernym,17131,building,noun,a structure with a roof and walls
3657,17040,church,noun,a building used for public Christian worship. ,hyponym,17196,chapel,noun,a part of a large church or cathedral with its own altar and dedication. 
3658,17040,church,noun,a building used for public Christian worship. ,hyponym,22762,mormon,noun,"a member of the Church of Jesus Christ of Latter-Day Saints, a religion founded in the US in 1830 by Joseph Smith Jr."
3659,17040,church,noun,a building used for public Christian worship. ,hypernym,19308,service,noun,a ceremony of religious worship according to a prescribed form
3660,17041,tower,noun,"a tall, narrow building, either free-standing or forming part of a building such as a church or castle. ",hyponym,17589,silo,noun,an underground chamber in which a guided missile is kept ready for firing.
3661,17041,tower,noun,"a tall, narrow building, either free-standing or forming part of a building such as a church or castle. ",hyponym,17140,high-rise,noun,"a tall, many-storied building."
3662,17041,tower,noun,"a tall, narrow building, either free-standing or forming part of a building such as a church or castle. ",hypernym,17132,structure,noun,a building
3663,17041,tower,noun,"a tall, narrow building, either free-standing or forming part of a building such as a church or castle. ",hyponym,17093,lighthouse,noun,a tower or other structure containing a beacon light to warn ships at sea. 
3664,17041,tower,noun,"a tall, narrow building, either free-standing or forming part of a building such as a church or castle. ",hyponym,17252,belfry,noun, the place in a bell tower or steeple in which bells are housed.
3665,17253,tower,noun,"a tall, narrow structure forming part of a building, typically a church or castle.",hyponym,17589,silo,noun,an underground chamber in which a guided missile is kept ready for firing.
3666,17253,tower,noun,"a tall, narrow structure forming part of a building, typically a church or castle.",hyponym,17140,high-rise,noun,"a tall, many-storied building."
